0.0,1.1791930888,1.00135803223e-05,-0.0962420,2016_9_26-17_2_50,True,2
4.0,3.00536773993,19.273731947,-0.1859025,2016_9_26-17_3_20,True,2
6.0,2.01686545574,34.1077299119,-0.1793765,2016_9_26-17_3_48,True,2
4.0,2.48901228319,42.0932550431,-0.3461174,2016_9_26-17_4_4,True,2
2.0,1.31590370891,47.4473741055,-0.3653588,2016_9_26-17_4_21,True,2
4.0,1.97488448078,52.8577771188,-0.3228109,2016_9_26-17_4_31,True,2
0.0,0.889495377422,1.4066696167e-05,-0.1035657,2016_9_26-17_2_50,False,2
4.0,2.39394957766,5.51360416413,-0.1455255,2016_9_26-17_3_11,False,2
4.0,2.21714239619,18.3856482506,-0.1656466,2016_9_26-17_3_45,False,2
4.0,1.89154816044,21.5349252224,-0.1388653,2016_9_26-17_3_56,False,2
4.0,3.42825278125,28.7622461319,-0.1520737,2016_9_26-17_4_24,False,2
0,0.676912846,1.00135803223e-05,-0.1035657,2016_09_16-20_44_1,False,2
6,4.2019274668,6.58363604548,-0.1309891,2016_09_16-20_44_24,False,2
2,1.5947783638,14.9393160344,-0.1380765,2016_09_16-20_44_36,False,2
4,2.2408262563,24.5104022027,-0.1844165,2016_09_16-20_44_49,False,2
5,2.7033266844,34.3097190858,-0.1902819,2016_09_16-20_45_3,False,2
3,1.5245603479,46.0331311227,-0.3339278,2016_09_16-20_45_19,False,2
2,0.683815511,49.7852010728,-0.3382261,2016_09_16-20_45_27,False,2
4,4.081642807,65.7040569783,-0.3164837,2016_09_16-20_45_59,False,2
3,4.0615789449,77.3966360093,-0.3489686,2016_09_16-20_46_21,False,2
4,1.3133525184,85.7851459981,-0.2774153,2016_09_16-20_46_33,False,2
3,3.4656263107,98.5681381227,-0.4161958,2016_09_16-20_46_50,False,2
6,3.3330646718,112.832337141,-0.4006386,2016_09_16-20_47_9,False,2
3,2.5371434569,120.535799265,-0.4895549,2016_09_16-20_47_22,False,2
3,5.0104533653,160.84046936,-0.5963514,2016_09_16-20_48_17,False,2
3,1.8175709433,168.812357426,-0.6472264,2016_09_16-20_48_29,False,2
3,1.4398288756,172.826566458,-0.6472264,2016_09_16-20_48_42,False,2
0,0.3409969959,1.5974e-05,-0.1035657,2016_09_16-20_33_35,False,2
4,4.4050061394,11.7001390457,-0.1124647,2016_09_16-20_33_55,False,2
4,1.9517241116,19.0021510124,-0.1388653,2016_09_16-20_34_8,False,2
4,1.9393393625,28.5567350387,-0.1576351,2016_09_16-20_34_29,False,2
2,0.8617547776,34.0113990306,-0.2246411,2016_09_16-20_34_36,False,2
5,3.4669513452,50.8553709983,-0.3379317,2016_09_16-20_34_57,False,2
6,2.3430076207,71.2240331172,-0.3484379,2016_09_16-20_35_23,False,2
4,4.2218512462,89.0463411807,-0.3374317,2016_09_16-20_35_44,False,2
10,7.2847335413,124.857309103,-0.4236445,2016_09_16-20_36_25,False,2
11,8.1147662246,148.819653988,-0.4964810,2016_09_16-20_37_34,False,2
0,0.3244288622,2.88486480713e-05,-0.0962420,2016_09_16-20_33_35,True,2
4,4.4453317975,16.9067919254,-0.1805901,2016_09_16-20_33_56,True,2
5,2.2981792216,27.7342028618,-0.2197561,2016_09_16-20_34_11,True,2
5,2.0942742344,43.7284936905,-0.3100083,2016_09_16-20_34_32,True,2
5,3.8594372015,57.3830666542,-0.3356997,2016_09_16-20_34_59,True,2
6,2.6103462708,63.3131856918,-0.3464366,2016_09_16-20_35_24,True,2
13,10.5146653192,100.272741795,-0.3822629,2016_09_16-20_36_19,True,2
5,4.4503264245,110.763119936,-0.4169733,2016_09_16-20_36_44,True,2
4,2.9666044913,123.500674963,-0.4364175,2016_09_16-20_36_59,True,2
3,2.5994577147,178.216605902,-0.6348784,2016_09_16-20_38_18,True,2
0,0.6445549712,9.05990600586e-06,-0.0962420,2016_09_16-20_44_1,True,2
4,3.2241644706,13.128152132,-0.1782099,2016_09_16-20_44_18,True,2
2,1.4293480573,17.7928731441,-0.1663302,2016_09_16-20_44_27,True,2
5,2.8775643271,31.2145910263,-0.2483180,2016_09_16-20_44_44,True,2
5,2.2151851178,39.8523280621,-0.3471452,2016_09_16-20_44_57,True,2
6,3.2363455855,51.361522913,-0.3400964,2016_09_16-20_45_27,True,2
4,4.3843923624,59.7286379338,-0.3475117,2016_09_16-20_46_0,True,2
7,5.1574602275,83.253686905,-0.2670002,2016_09_16-20_46_34,True,2
4,4.0532846864,86.8263750077,-0.3740716,2016_09_16-20_46_52,True,2
2,1.3803817881,89.5809199811,-0.3653588,2016_09_16-20_47_2,True,2
6,3.8158745922,97.3618659974,-0.3761183,2016_09_16-20_47_22,True,2
1,1.5660573993,100.304289103,-0.4351502,2016_09_16-20_47_53,True,2
0.0,0.0,1.69277191162e-05,-0.1035657,2016_9_26-20_32_14,False,2
11.0,6.15216102728,9.11127400398,-0.0891604,2016_9_26-20_32_36,False,2
4.0,1.71340308414,10.2101409435,-0.1189888,2016_9_26-20_32_43,False,2
5.0,3.09764791283,11.0065808296,-0.1463659,2016_9_26-20_32_52,False,2
2.0,0.723432362451,13.2821707725,-0.1380765,2016_9_26-20_32_57,False,2
4.0,2.1953936139,17.8644137382,-0.1656466,2016_9_26-20_33_8,False,2
4.0,1.61922449714,23.1698536873,-0.1366182,2016_9_26-20_33_18,False,2
5.0,2.72027686931,27.5037226677,-0.1843441,2016_9_26-20_33_32,False,2
