Time, Type, Data
26/09/2016 15:13:49.958,RX,02-22-58-F5-E0-07-09-1A-2D-EC-44-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-EB-AA-2B-EF-FF-07-EF-1B-BD-63-47-46-9C-EF-7E-08-4C-64-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-4E-03-02-14-00-00-06-02-BD-00-00-06-02-15-00-00-06
26/09/2016 15:13:50.058,RX,02-19-00-00-06-02-16-00-00-06-02-1E-00-00-06-02-BC-00-00-06
26/09/2016 15:13:50.158,RX,02-2C-0D-E2-E0-07-09-1A-09-EE-44-03-40-10-64-00-96-03-02-22-58-F6-E0-07-09-1A-29-ED-44-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-7F-03
26/09/2016 15:13:50.322,RX,02-21-20-3D-E0-07-09-1A-21-EB-44-03-FC-F1-B7-DF-7E-FB-ED-B7-1F-7F-FC-F1-D7-5F-7F-FD-F9-E7-DF-7F-FF-FD-07-7E-03
26/09/2016 15:13:50.423,RX,02-24-2D-3D-E0-07-09-1A-21-EB-44-03-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-F5-00-8E-03-02-22-58-F7-E0-07-09-1A-26-EE-44-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-F9-03
26/09/2016 15:13:50.658,RX,02-22-58-F8-E0-07-09-1A-22-EF-44-03-4A-28-A1-84-12-4A-70-A1-04-07-E9-A3-3F-C5-4D-5C-8A-ED-7F-08-F9-13-7F-7A-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-A0-03
26/09/2016 15:13:50.774,RX,02-20-35-00-E0-07-09-1A-4A-F0-44-03-00-00-89-00-00-80-10-00-0F-00-1F-00-C1-0F-0A-00-20-03-48-2B-90-FF-B7-FF-14-00-3B-00-F0-FF-0C-00-00-00-FF-FF-00-00-00-00-00-00-48-20-35-03-02-2B-47-57-E0-07-09-1A-4A-F0-44-03-02-00-00-89-00-00-80-10-00-0F-00-1F-00-C1-0F-48-0A-00-FF-FF-FF-20-03-48-2B-01-FF-FF-00-FF-FF-00-00-90-FF-B7-FF-14-00-3B-00-F0-FF-0C-00-FF-00-13-02-FE-00-0C-71-01-AA-01-AC-01-08-02-00-00-65-03
26/09/2016 15:13:50.874,TX,02-23-00-00-03
26/09/2016 15:13:50.874,RX,02-23-00-00-03
26/09/2016 15:13:50.974,RX,02-22-58-F9-E0-07-09-1A-1E-F0-44-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-D1-03
26/09/2016 15:13:51.142,RX,02-22-58-FA-E0-07-09-1A-1A-F1-44-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-63-03
