SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
19,2016,09,26,53501391,2,0,17.2,-3276.8,13,0.01,0.09,4.04,73,14,65535,255,0.8,1.24,1,65535,0,65535,0,0,-1.01,-0.95,0.21,0.26,-0.15,-0.01,24.7,531,175,0,12,37.4,416,422,508,0
20,2016,09,26,53502390,2,0,17.3,-3276.8,13,0.01,0.04,4.04,73,14,65535,255,0.8,0.56,1,65535,0,65535,0,0,-1,-0.95,0.2,0.26,-0.12,-0.01,24.7,531,254,0,12,37.4,416,422,508,0
21,2016,09,26,53503390,2,0,17.3,-3276.8,13,0.01,0.03,4.04,73,14,65535,255,0.8,0.24,1,65535,0,65535,0,0,-0.98,-0.95,0.21,0.27,-0.12,-0.01,24.7,531,50,0,12,37.4,415,420,507,0
22,2016,09,26,53504391,2,0,17.3,-3276.8,12,0.02,0.06,4.04,73,14,65535,255,0.8,0.14,1,65535,0,65535,0,0,-0.98,-0.93,0.2,0.28,-0.12,0,24.7,531,254,0,12,37.4,415,422,507,0
23,2016,09,26,53505390,2,0,17.3,-3276.8,12,0.01,0.03,4.04,73,15,65535,255,0.8,0.08,1,65535,0,65535,0,0,-0.98,-0.96,0.21,0.26,-0.1,-0.02,24.7,531,254,-1,12,37.4,419,420,507,0
24,2016,09,26,53506391,2,0,17.1,-3276.8,13,0.01,0.03,4.04,73,15,65535,255,0.8,0.06,1,65535,0,65535,0,0,-1,-0.95,0.2,0.26,-0.12,-0.03,24.7,531,254,0,12,37.4,415,422,507,0
25,2016,09,26,53507391,2,0,17.1,-3276.8,14,0.04,0.08,4.04,73,15,65535,255,0.8,0.04,1,65535,0,65535,0,0,-1.07,-0.95,0.19,0.25,-0.12,-0.02,24.7,531,254,0,12,37.4,416,421,508,0
26,2016,09,26,53508391,2,0,16.6,-3276.8,14,0.05,0.14,4.04,73,14,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1.01,-0.86,0.21,0.37,-0.16,-0.02,24.6,531,254,0,12,37.4,415,422,508,0
27,2016,09,26,53509391,2,0,16.6,-3276.8,13,0.04,0.08,4.04,73,13,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.95,0.19,0.25,-0.18,-0.01,24.6,531,254,-75,12,37.4,418,423,508,0
28,2016,09,26,53510392,2,0,16.1,-3276.8,12,0.04,0.09,4.04,73,11,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1.04,-0.96,0.14,0.2,-0.18,0,24.6,531,254,-75,12,37.4,415,421,507,0
29,2016,09,26,53511391,2,0,16.1,-3276.8,11,0.03,0.12,4.04,73,10,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1.01,-0.97,0.02,0.22,-0.07,-0.01,24.6,531,254,0,12,37.4,415,421,508,0
30,2016,09,26,53512393,2,0,15.7,-3276.8,10,0.01,0.07,4.04,73,9,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1.02,-0.96,0.12,0.2,-0.08,-0.01,24.6,531,254,-75,12,37.4,415,421,492,0
31,2016,09,26,53513389,2,0,15.7,-3276.8,10,0.01,0.04,4.04,73,8,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.96,0.14,0.2,-0.09,-0.01,24.6,531,254,0,12,37.4,414,421,507,0
32,2016,09,26,53514396,2,0,15.4,-3276.8,10,0.01,0.03,4.04,73,7,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.97,0.15,0.2,-0.07,0,24.6,531,254,-75,12,37.4,415,422,508,0
33,2016,09,26,53515392,2,0,15.4,-3276.8,10,0.01,0.03,4.04,73,7,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.97,0.15,0.2,-0.07,0,24.6,531,254,0,12,37.4,415,421,507,0
34,2016,09,26,53516393,2,0,14.7,-3276.8,10,0.01,0.03,4.04,73,6,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.96,0.14,0.21,-0.08,-0.01,24.6,531,254,0,12,37.4,419,430,509,0
35,2016,09,26,53517395,2,0,14.7,-3276.8,10,0.01,0.03,4.04,73,5,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.96,0.13,0.21,-0.08,0,24.6,531,254,-75,12,37.4,416,421,507,0
36,2016,09,26,53518392,2,0,14.2,-3276.8,10,0.01,0.03,4.04,73,5,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.96,0.14,0.2,-0.07,0,24.6,531,254,0,12,37.4,415,420,508,0
37,2016,09,26,53519393,2,0,14.2,-3276.8,10,0.01,0.03,4.04,73,5,65535,255,0.8,0.02,1,65535,0,65535,0,0,-1,-0.95,0.14,0.21,-0.08,-0.01,24.6,531,254,0,12,37.4,415,413,494,0
