clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h:m:s
0.0,0.629062758425,6.19888305664e-06,-0.6003211,2016_9_26-17_24_5
4.0,9.24757858194,9.93466901779,-0.3844233,2016_9_26-17_24_25
4.0,2.87769420861,6.18775892258,-0.3466637,2016_9_26-17_24_45
6.0,3.07688820273,6.52398395538,-0.3708618,2016_9_26-17_25_16
10.0,5.96346703696,18.4647941589,-0.3611921,2016_9_26-17_25_55
4.0,2.19879271406,5.06545090675,-0.4412906,2016_9_26-17_26_12
