Time, Type, Data
26/09/2016 17:23:45.730,RX,02-14-00-00-06
26/09/2016 17:23:45.831,RX,02-BD-00-00-06-02-15-00-00-06-02-19-00-00-06-02-16-00-00-06-02-1E-00-00-06
26/09/2016 17:23:45.931,RX,02-BC-00-00-06
26/09/2016 17:23:46.033,RX,02-20-35-00-E0-07-09-1A-58-DF-BB-03-6D-00-52-00-00-80-E8-FF-03-00-0A-00-71-0F-58-05-00-00-8C-00-9F-FF-AB-FF-26-00-36-00-06-00-0F-00-00-00-FF-FF-00-00-00-00-00-00-3A-20-8F-03-02-2B-47-00-E0-07-09-1A-58-DF-BB-03-02-6D-00-52-00-00-80-E8-FF-03-00-0A-00-71-0F-3A-58-05-FF-FF-FF-00-00-8C-00-06-FF-FF-00-FF-FF-00-00-9F-FF-AB-FF-26-00-36-00-06-00-0F-00-F5-00-13-02-EB-00-0C-FF-FF-A1-01-A8-01-FC-01-00-00-B8-03
26/09/2016 17:23:46.132,RX,02-22-58-00-E0-07-09-1A-E3-DE-BB-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-79-03
26/09/2016 17:23:46.324,RX,02-22-58-01-E0-07-09-1A-E0-DF-BB-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-25-03
26/09/2016 17:23:46.574,RX,02-22-58-02-E0-07-09-1A-DC-E0-BB-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-4C-03
26/09/2016 17:23:46.675,RX,02-23-00-00-03
26/09/2016 17:23:46.691,TX,02-23-00-00-03
26/09/2016 17:23:46.775,RX,02-21-20-00-E0-07-09-1A-EF-DE-BB-03-00-02-08-20-80-01-06-28-E0-80-03-0E-48-20-81-04-12-38-E0-80-03-0A-08-1B-03
