SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
0,2016,09,26,62644056,2,109,8.2,-3276.8,-24,0.03,0.1,3.953,58,1368,65535,255,0,0.14,6,65535,0,65535,0,0,-0.97,-0.85,0.38,0.54,0.06,0.15,24.5,531,235,0,12,-0.1,417,424,508,0
1,2016,09,26,62645055,2,109,8.4,-3276.8,-24,0.03,0.06,3.951,58,1175,65535,255,0,0.06,5,65535,0,65535,0,0,-0.96,-0.91,0.37,0.45,0.04,0.15,24.5,531,254,-75,12,-0.1,417,423,508,0
2,2016,09,26,62646056,2,109,8.4,-3276.8,-23,0.02,0.08,3.951,58,1021,65535,255,0,7.76,5,65535,0,65535,0,0,-0.96,-0.89,0.37,0.5,0.01,0.14,24.5,531,254,0,12,-0.1,416,421,508,0
3,2016,09,26,62647057,2,109,8.3,-3276.8,-23,0.02,0.06,3.951,58,876,65535,255,0,7.92,4,65535,0,65535,0,0,-0.96,-0.91,0.37,0.44,0.02,0.13,24.5,531,254,-1,12,-0.1,425,432,522,0
4,2016,09,26,62648057,2,109,8.3,-3276.8,-23,0.01,0.04,3.951,58,761,65535,255,0,11.26,4,65535,0,65535,0,0,-0.96,-0.9,0.39,0.45,0.04,0.14,24.5,531,235,0,12,-0.1,416,422,507,0
5,2016,09,26,62649055,2,109,8.3,-3276.8,-23,0.02,0.03,3.951,58,653,65535,255,0,12.56,3,65535,0,65535,0,0,-0.96,-0.92,0.38,0.44,0.06,0.14,24.5,531,254,0,12,-0.1,416,422,507,0
6,2016,09,26,62650058,2,109,8.3,-3276.8,-23,0.03,0.04,3.951,58,568,65535,255,0,18.34,3,65535,0,65535,0,0,-0.96,-0.91,0.37,0.43,0.03,0.1,24.5,531,254,-75,12,-0.1,406,405,504,0
7,2016,09,26,62651053,2,0,8.3,-3276.8,-23,0.02,0.12,3.951,58,489,65535,255,0.8,11.4,3,65535,0,65535,0,0,-0.96,-0.77,0.37,0.45,0,0.14,24.5,531,254,-75,12,-0.1,417,421,507,0
8,2016,09,26,62652057,2,60,8.3,-3276.8,-22,0.01,0.04,3.951,58,425,65535,255,0.8,5.96,3,65535,0,65535,0,1,-0.96,-0.91,0.37,0.45,0.01,0.12,24.5,528,254,0,12,-0.1,415,414,507,0
9,2016,09,26,62653057,2,63,7.4,-3276.8,-25,0.06,0.06,3.951,58,366,65535,255,11.224,20.42,2,65535,0,65535,0,0,-0.96,-0.9,0.38,0.44,0,0.09,24.5,531,235,-7,12,-0.1,421,422,513,0
10,2016,09,26,62654055,2,64,7.4,-3276.8,-26,0.1,0.21,3.951,58,320,65535,255,11.224,23.72,2,65535,0,65535,0,0,-1.07,-0.74,0.39,0.57,-0.1,0.21,24.5,531,254,-10,12,-0.1,433,444,513,0
11,2016,09,26,62655060,2,65,7.3,-3276.8,-24,0.06,0.16,3.951,58,275,65535,255,11.224,17.7,2,65535,0,65535,0,0,-1,-0.8,0.31,0.54,-0.2,0.04,24.5,531,170,0,12,-0.1,401,393,501,0
12,2016,09,26,62656057,2,65,7.3,-3276.8,-24,0.05,0.13,3.951,58,241,65535,255,11.224,10.98,2,65535,0,65535,0,0,-0.97,-0.9,0.37,0.44,0.02,0.15,24.5,531,254,0,12,-0.1,417,428,516,0
13,2016,09,26,62657056,2,60,7.5,-3276.8,-24,0.03,0.08,3.951,58,207,65535,255,11.084,6,2,65535,0,65535,1,0,-0.96,-0.9,0.39,0.49,0.06,0.15,24.5,528,254,0,12,-0.1,417,422,508,0
